GCAM_region_ID,iso,country_name,GCAM_region_name
1,usa,United States of America,USA
1,pri,Puerto Rico,USA
1,vir,"Virgin Islands, U.S.",USA
2,rwa,Rwanda,Africa_Eastern
2,reu,Reunion,Africa_Eastern
2,mus,Mauritius,Africa_Eastern
2,bdi,Burundi,Africa_Eastern
2,dji,Djibouti,Africa_Eastern
2,mdg,Madagascar,Africa_Eastern
2,com,Comoros,Africa_Eastern
2,eth,Ethiopia,Africa_Eastern
2,uga,Uganda,Africa_Eastern
2,som,Somalia,Africa_Eastern
2,eri,Eritrea,Africa_Eastern
2,sdn,Sudan,Africa_Eastern
2,ken,Kenya,Africa_Eastern
3,lby,Libyan Arab Jamahiriya,Africa_Northern
3,dza,Algeria,Africa_Northern
3,egy,Egypt,Africa_Northern
3,mar,Morocco,Africa_Northern
3,esh,Western Sahara,Africa_Northern
3,tun,Tunisia,Africa_Northern
4,bwa,Botswana,Africa_Southern
4,nam,Namibia,Africa_Southern
4,ago,Angola,Africa_Southern
4,zmb,Zambia,Africa_Southern
4,moz,Mozambique,Africa_Southern
4,swz,Swaziland,Africa_Southern
4,mwi,Malawi,Africa_Southern
4,zwe,Zimbabwe,Africa_Southern
4,lso,Lesotho,Africa_Southern
4,tza,"Tanzania, United Republic of",Africa_Southern
5,cpv,Cape Verde,Africa_Western
5,gab,Gabon,Africa_Western
5,gnq,Equatorial Guinea,Africa_Western
5,civ,Cote dIvoire,Africa_Western
5,cod,"Congo, the Democratic Republic of the",Africa_Western
5,lbr,Liberia,Africa_Western
5,bfa,Burkina Faso,Africa_Western
5,nga,Nigeria,Africa_Western
5,gmb,Gambia,Africa_Western
5,cmr,Cameroon,Africa_Western
5,stp,Sao Tome and Principe,Africa_Western
5,mli,Mali,Africa_Western
5,sen,Senegal,Africa_Western
5,caf,Central African Republic,Africa_Western
5,tgo,Togo,Africa_Western
5,ner,Niger,Africa_Western
5,ben,Benin,Africa_Western
5,gin,Guinea,Africa_Western
5,gha,Ghana,Africa_Western
5,sle,Sierra Leone,Africa_Western
5,gnb,Guinea-Bissau,Africa_Western
5,cog,Congo,Africa_Western
5,tcd,Chad,Africa_Western
5,mrt,Mauritania,Africa_Western
6,nzl,New Zealand,Australia_NZ
6,aus,Australia,Australia_NZ
7,bra,Brazil,Brazil
8,can,Canada,Canada
9,abw,Aruba,Central America and Caribbean
9,tto,Trinidad and Tobago,Central America and Caribbean
9,ant,Netherlands Antilles,Central America and Caribbean
9,aia,Anguilla,Central America and Caribbean
9,grd,Grenada,Central America and Caribbean
9,dom,Dominican Republic,Central America and Caribbean
9,cym,Cayman Islands,Central America and Caribbean
9,gtm,Guatemala,Central America and Caribbean
9,cri,Costa Rica,Central America and Caribbean
9,cub,Cuba,Central America and Caribbean
9,lca,Saint Lucia,Central America and Caribbean
9,atg,Antigua & Barbuda,Central America and Caribbean
9,blz,Belize,Central America and Caribbean
9,hti,Haiti,Central America and Caribbean
9,slv,El Salvador,Central America and Caribbean
9,kna,Saint Kitts and Nevis,Central America and Caribbean
9,dma,Dominica,Central America and Caribbean
9,pan,Panama,Central America and Caribbean
9,bhs,Bahamas,Central America and Caribbean
9,msr,Montserrat,Central America and Caribbean
9,jam,Jamaica,Central America and Caribbean
9,nic,Nicaragua,Central America and Caribbean
9,bmu,Bermuda,Central America and Caribbean
9,glp,Guadeloupe,Central America and Caribbean
9,vct,Saint Vincent and the Grenadines,Central America and Caribbean
9,hnd,Honduras,Central America and Caribbean
9,mtq,Martinique,Central America and Caribbean
9,brb,Barbados,Central America and Caribbean
10,mng,Mongolia,Central Asia
10,kaz,Kazakhstan,Central Asia
10,arm,Armenia,Central Asia
10,geo,Georgia,Central Asia
10,tkm,Turkmenistan,Central Asia
10,aze,Azerbaijan,Central Asia
10,kgz,Kyrgyzstan,Central Asia
10,tjk,Tajikistan,Central Asia
10,uzb,Uzbekistan,Central Asia
11,chn,China,China
11,hkg,Hong Kong,China
11,mac,Macau,China
12,rom,Romania,EU-12
12,hun,Hungary,EU-12
12,cze,Czech Republic,EU-12
12,cyp,Cyprus,EU-12
12,pol,Poland,EU-12
12,svn,Slovenia,EU-12
12,est,Estonia,EU-12
12,svk,Slovakia,EU-12
12,bgr,Bulgaria,EU-12
12,lva,Latvia,EU-12
12,ltu,Lithuania,EU-12
12,mlt,Malta,EU-12
13,dnk,Denmark,EU-15
13,fro,Faroe Islands,EU-15
13,smr,San Marino,EU-15
13,and,Andorra,EU-15
13,deu,Germany,EU-15
13,shn,Saint Helena,EU-15
13,tca,Turks and Caicos,EU-15
13,fra,France,EU-15
13,gbr,United Kingdom,EU-15
13,fin,Finland,EU-15
13,nld,Netherlands,EU-15
13,irl,Ireland,EU-15
13,grc,Greece,EU-15
13,imn,Isle of Man,EU-15
13,aut,Austria,EU-15
13,vgb,"Virgin Islands, British",EU-15
13,mco,Monaco,EU-15
13,esp,Spain,EU-15
13,grl,Greenland,EU-15
13,spm,Saint Pierre and Miquelon,EU-15
13,bel,Belgium,EU-15
13,chi,Channel Islands,EU-15
13,swe,Sweden,EU-15
13,lux,Luxembourg,EU-15
13,wlf,Wallis and Futuna,EU-15
13,flk,Falkland Islands (Malvinas),EU-15
13,vat,Vatican,EU-15
13,prt,Portugal,EU-15
13,gib,Gibraltar,EU-15
13,ita,Italy,EU-15
14,blr,Belarus,Europe_Eastern
14,ukr,Ukraine,Europe_Eastern
14,mda,"Moldova, Republic of",Europe_Eastern
15,alb,Albania,Europe_Non_EU
15,tur,Turkey,Europe_Non_EU
15,mne,Montenegro,Europe_Non_EU
15,srb,Serbia,Europe_Non_EU
15,yug,"Yugoslavia, Federal Republic of",Europe_Non_EU
15,mkd,"Macedonia, the former Yugoslav Republic of",Europe_Non_EU
15,bih,Bosnia and Herzegovina,Europe_Non_EU
15,hrv,Croatia,Europe_Non_EU
15,scg,Serbia and Montenegro,Europe_Non_EU
16,isl,Iceland,European Free Trade Association
16,che,Switzerland,European Free Trade Association
16,sjm,Svalbard and Jan Mayen Islands,European Free Trade Association
16,nor,Norway,European Free Trade Association
16,lie,Liechtenstein,European Free Trade Association
17,ind,India,India
18,idn,Indonesia,Indonesia
19,jpn,Japan,Japan
20,mex,Mexico,Mexico
21,isr,Israel,Middle East
21,bhr,Bahrain,Middle East
21,irq,Iraq,Middle East
21,omn,Oman,Middle East
21,lbn,Lebanon,Middle East
21,are,United Arab Emirates,Middle East
21,sau,Saudi Arabia,Middle East
21,pse,"Palestinian Territory, Occupied",Middle East
21,irn,"Iran, Islamic Republic of",Middle East
21,qat,Qatar,Middle East
21,syr,Syrian Arab Republic,Middle East
21,yem,Yemen,Middle East
21,kwt,Kuwait,Middle East
21,jor,Jordan,Middle East
22,pak,Pakistan,Pakistan
23,rus,Russian Federation,Russia
24,zaf,South Africa,South Africa
25,guy,Guyana,South America_Northern
25,ven,Venezuela,South America_Northern
25,guf,French Guiana,South America_Northern
25,sur,Suriname,South America_Northern
26,per,Peru,South America_Southern
26,pry,Paraguay,South America_Southern
26,ecu,Ecuador,South America_Southern
26,ury,Uruguay,South America_Southern
26,bol,Bolivia,South America_Southern
26,chl,Chile,South America_Southern
27,afg,Afghanistan,South Asia
27,bgd,Bangladesh,South Asia
27,lka,Sri Lanka,South Asia
27,npl,Nepal,South Asia
27,btn,Bhutan,South Asia
27,mdv,Maldives,South Asia
28,kor,"Korea, Republic of",South Korea
29,fji,Fiji,Southeast Asia
29,sgp,Singapore,Southeast Asia
29,fsm,"Micronesia, Federated States of",Southeast Asia
29,brn,Brunei Darussalam,Southeast Asia
29,tha,Thailand,Southeast Asia
29,syc,Seychelles,Southeast Asia
29,kir,Kiribati,Southeast Asia
29,nru,Nauru,Southeast Asia
29,phl,Philippines,Southeast Asia
29,mnp,Northern Mariana Islands,Southeast Asia
29,cxr,Christmas Island,Southeast Asia
29,nfk,Norfolk Island,Southeast Asia
29,ton,Tonga,Southeast Asia
29,myt,Mayotte,Southeast Asia
29,mhl,Marshall Islands,Southeast Asia
29,mys,Malaysia,Southeast Asia
29,mmr,Myanmar,Southeast Asia
29,pcn,Pitcairn Islands,Southeast Asia
29,cok,Cook Islands,Southeast Asia
29,pci,Pacific Islands Trust Territory,Southeast Asia
29,prk,"Korea, Democratic Peoples Republic of",Southeast Asia
29,png,Papua New Guinea,Southeast Asia
29,asm,American Samoa,Southeast Asia
29,niu,Niue,Southeast Asia
29,plw,Palau,Southeast Asia
29,khm,Cambodia,Southeast Asia
29,ncl,New Caledonia,Southeast Asia
29,vut,Vanuatu,Southeast Asia
29,vnm,Viet Nam,Southeast Asia
29,tls,Timor Leste,Southeast Asia
29,cck,Cocos (Keeling) Islands,Southeast Asia
29,tkl,Tokelau,Southeast Asia
29,lao,Lao Peoples Democratic Republic,Southeast Asia
29,gum,Guam,Southeast Asia
29,pyf,French Polynesia,Southeast Asia
29,tuv,Tuvalu,Southeast Asia
29,slb,Solomon Islands,Southeast Asia
29,wsm,Samoa,Southeast Asia
30,twn,Taiwan,Taiwan
31,arg,Argentina,Argentina
32,col,Colombia,Colombia
